# col1                    col2        col3         col4     col5     col6     col7     col8     col9     col10    col11    col12    col13   col14   col15   col16   col17   col18   wmin   Starflag  
  EDCSNJ1103592-1246291   11.066434   -12.774747   25.446   24.925   24.533   25.171   24.564   24.229   25.221   24.399   24.138   0       0       0       0.27    0.83    0.95    0.01   0         
  EDCSNJ1103591-1244163   11.066423   -12.737867   25.633   25.233   24.426   25.273   24.896   24.34    25.175   24.764   24.655   0       0       0       0.85    0.89    0.96    0.01   0         
  EDCSNJ1103591-1247222   11.066429   -12.789506   25.844   25.459   25.056   25.346   24.825   24.681   25.003   24.353   24.394   0       0       0       0.63    0.89    0.75    0.01   0         
  EDCSNJ1103591-1248477   11.06642    -12.813244   26.938   26.278   25.463   27.179   26.316   25.349   99.0     26.953   25.663   0       0       0       0.37    0.53    0.58    0.0    0         
  EDCSNJ1103591-1243493   11.066416   -12.730365   27.461   26.987   26.295   27.116   27.122   99.0     27.211   27.989   99.0     0       0       0       0.37    0.41    0.57    0.01   0         
  EDCSNJ1103591-1243016   11.066405   -12.7171     26.147   25.649   25.724   25.68    25.47    25.414   25.531   25.277   25.158   0       0       0       0.49    0.88    0.54    0.01   0         
  EDCSNJ1103591-1247203   11.066426   -12.788965   25.715   25.229   24.805   25.142   24.647   24.503   25.015   24.285   24.324   0       0       0       0.79    0.83    0.86    0.01   0         
  EDCSNJ1103591-1246403   11.066426   -12.777859   24.239   23.815   23.436   23.878   23.439   23.087   23.814   23.279   22.989   2       2       2       0.54    0.31    0.97    0.01   0         
  EDCSNJ1103590-1242580   11.066401   -12.716121   24.927   24.544   24.203   24.504   24.047   23.725   24.311   23.907   23.619   2       2       2       0.04    0.16    0.11    0.01   0         
  EDCSNJ1103591-1249279   11.066408   -12.824405   26.682   26.124   26.965   27.84    26.047   99.0     27.193   26.922   99.0     0       0       0       0.49    0.69    0.68    0.0    0         
  EDCSNJ1103590-1242484   11.066395   -12.713452   25.96    25.796   25.346   25.932   25.617   25.395   25.629   25.308   25.537   0       0       0       0.51    0.58    0.71    0.01   0         
  EDCSNJ1103591-1244087   11.066411   -12.735758   25.85    25.166   24.697   25.527   24.799   24.316   25.857   25.015   24.354   3       3       3       0.61    0.82    0.9     0.01   0         
  EDCSNJ1103591-1244391   11.066412   -12.744201   24.663   24.399   23.933   24.356   24.066   23.552   24.26    23.918   23.614   3       3       3       0.62    0.1     0.68    0.01   0         
  EDCSNJ1103591-1246458   11.066418   -12.779402   25.274   24.941   24.182   25.123   24.71    24.02    25.209   24.781   24.112   0       0       0       0.95    0.97    0.96    0.01   0         
  EDCSNJ1103591-1246323   11.066411   -12.775643   25.67    25.458   24.975   25.157   25.066   24.816   25.026   24.984   24.815   0       0       0       0.74    0.11    0.86    0.01   0         
  EDCSNJ1103590-1244073   11.066398   -12.735355   26.427   25.344   24.384   26.659   25.245   24.046   26.589   25.17    24.03    3       3       3       0.39    0.96    0.97    0.01   0         
  EDCSNJ1103590-1248170   11.066401   -12.804727   26.941   25.792   24.528   26.691   25.397   24.576   26.346   25.167   24.567   0       0       0       0.36    0.84    0.95    0.0    0         
  EDCSNJ1103590-1244213   11.066398   -12.739249   26.265   25.906   25.249   26.345   25.998   24.978   26.765   26.833   25.91    0       0       0       0.39    0.82    0.57    0.01   0         
  EDCSNJ1103590-1249256   11.066384   -12.82378    25.48    25.402   25.016   25.308   25.149   25.253   25.305   25.138   25.229   0       0       0       0.85    0.89    0.73    0.0    0         
  EDCSNJ1103590-1245348   11.066388   -12.759678   25.586   24.181   22.834   25.035   23.679   22.431   24.807   23.532   22.327   0       0       0       0.36    0.52    0.94    0.01   0         
  EDCSNJ1103589-1243021   11.066366   -12.717259   25.439   24.425   23.866   25.16    24.091   23.59    25.042   23.996   23.512   1       1       1       0.28    0.7     0.97    0.01   0         
  EDCSNJ1103590-1244259   11.06638    -12.740521   26.909   26.1     25.618   26.917   26.05    30.473   28.412   26.029   99.0     0       0       0       0.36    0.5     0.55    0.01   0         
  EDCSNJ1103589-1249334   11.066363   -12.825948   28.676   26.915   25.403   99.0     99.0     25.326   99.0     99.0     26.783   0       0       0       0.41    0.4     0.59    0.0    0         
  EDCSNJ1103589-1247337   11.066374   -12.792707   25.46    25.197   24.4     25.056   24.802   23.981   24.955   24.725   23.762   0       0       0       0.86    0.93    0.96    0.01   0         
  EDCSNJ1103589-1249165   11.066362   -12.821257   27.053   26.628   25.796   27.734   26.435   26.372   27.16    26.969   26.471   0       0       0       0.44    0.47    0.56    0.0    0         
  EDCSNJ1103589-1243526   11.066361   -12.731291   26.139   25.596   24.911   26.113   25.24    24.758   26.85    25.349   24.737   0       0       0       0.66    0.94    0.89    0.01   0         
  EDCSNJ1103589-1245183   11.066369   -12.755076   26.51    25.763   25.64    26.589   25.206   24.881   26.319   24.818   24.334   0       0       0       0.47    0.64    0.57    0.01   0         
  EDCSNJ1103589-1248365   11.066363   -12.810135   23.29    22.924   22.276   22.939   22.595   21.967   22.875   22.525   21.889   0       0       0       0.05    0.24    0.89    0.0    0         
  EDCSNJ1103588-1242312   11.066339   -12.708678   99.0     26.301   26.138   99.0     25.102   99.0     99.0     24.608   99.0     0       0       0       0.36    0.56    0.53    0.0    0         
  EDCSNJ1103589-1246133   11.066369   -12.770348   22.693   21.571   19.68    22.536   21.397   19.534   22.527   21.375   19.509   0       0       0       0.98    0.98    0.99    0.01   0         
  EDCSNJ1103589-1243216   11.06635    -12.722678   26.659   25.659   24.555   27.814   25.712   24.456   99.0     26.367   24.44    0       0       0       0.47    0.88    0.93    0.01   0         
  EDCSNJ1103589-1243454   11.066352   -12.72927    26.381   26.373   25.733   26.594   26.684   25.742   28.212   27.09    25.123   0       0       0       0.46    0.51    0.52    0.01   0         
  EDCSNJ1103589-1247095   11.066366   -12.785976   24.755   24.558   24.41    24.418   24.233   24.161   24.451   24.055   23.908   0       0       0       0.87    0.84    0.96    0.01   0         
  EDCSNJ1103588-1243065   11.066344   -12.718461   26.177   25.295   24.894   26.272   25.16    24.861   26.017   24.98    25.203   0       0       0       0.63    0.71    0.89    0.01   0         
  EDCSNJ1103588-1243136   11.066344   -12.720443   26.821   26.397   25.652   27.27    26.742   25.378   28.611   26.658   25.386   0       0       0       0.43    0.68    0.55    0.01   0         
  EDCSNJ1103589-1248017   11.066359   -12.800466   24.59    24.32    23.84    24.371   24.14    23.718   24.361   24.153   23.957   0       0       0       0.43    0.85    0.97    0.0    0         
  EDCSNJ1103589-1246382   11.066361   -12.777285   26.702   25.804   25.341   26.444   25.419   24.926   26.178   24.943   24.494   0       0       0       0.47    0.82    0.62    0.01   0         
  EDCSNJ1103588-1242593   11.066338   -12.716463   24.809   23.75    22.95    24.506   23.436   22.648   24.397   23.32    22.542   0       0       0       0.93    0.84    0.98    0.01   0         
  EDCSNJ1103588-1243306   11.066337   -12.725164   25.201   24.902   24.378   25.043   24.783   24.152   25.267   24.861   24.16    0       0       0       0.96    0.97    0.96    0.01   0         
  EDCSNJ1103589-1247386   11.066351   -12.794061   28.434   26.8     26.074   99.0     27.46    25.885   27.184   28.605   25.624   0       0       0       0.36    0.39    0.52    0.01   0         
  EDCSNJ1103589-1247077   11.066351   -12.785459   25.413   25.306   24.749   25.225   24.947   24.511   24.833   24.453   24.111   1       1       1       0.92    0.96    0.94    0.01   0         
  EDCSNJ1103587-1242404   11.066318   -12.711229   25.942   25.338   25.114   25.471   24.849   24.616   25.169   24.688   24.398   0       0       0       0.63    0.23    0.77    0.0    0         
  EDCSNJ1103588-1248503   11.066333   -12.813968   25.992   25.281   24.485   25.558   25.015   24.351   25.351   24.871   24.282   0       0       0       0.65    0.97    0.96    0.0    0         
  EDCSNJ1103588-1246452   11.066341   -12.779211   24.431   24.082   23.701   24.211   23.848   23.489   24.2     23.848   23.424   0       0       0       0.88    0.9     0.97    0.01   0         
  EDCSNJ1103588-1248254   11.066333   -12.807045   23.576   22.774   21.94    23.368   22.572   21.776   23.387   22.56    21.764   0       0       0       0.98    0.98    0.98    0.0    0         
  EDCSNJ1103588-1247054   11.066338   -12.784833   25.161   24.757   23.906   24.651   24.241   23.529   24.475   24.034   23.271   3       3       3       0.75    0.35    0.98    0.01   0         
  EDCSNJ1103588-1247030   11.066336   -12.784167   25.694   25.135   24.458   25.446   24.663   23.978   25.256   24.395   23.842   3       3       3       0.21    0.22    0.9     0.01   0         
  EDCSNJ1103588-1243374   11.066321   -12.727044   21.679   20.725   19.323   21.507   20.539   19.167   21.492   20.512   19.137   0       0       0       0.98    0.99    0.99    0.01   1         
  EDCSNJ1103588-1245285   11.066329   -12.757921   24.886   24.41    23.487   24.763   24.268   23.384   24.811   24.224   23.39    0       0       0       0.97    0.98    0.98    0.01   0         
  EDCSNJ1103588-1248444   11.066321   -12.812341   27.61    27.763   26.292   99.0     99.0     99.0     99.0     99.0     99.0     0       0       0       0.43    0.37    0.57    0.0    0         
  EDCSNJ1103587-1243095   11.066309   -12.719306   26.026   25.922   25.539   25.624   25.563   25.099   25.587   25.15    24.896   0       0       0       0.54    0.64    0.5     0.01   0         
  EDCSNJ1103588-1247284   11.066328   -12.791216   26.904   25.935   24.855   27.501   26.02    24.758   99.0     26.331   24.619   0       0       0       0.48    0.7     0.95    0.01   0         
  EDCSNJ1103588-1246377   11.066329   -12.777151   26.319   25.819   24.973   26.109   25.501   24.366   26.319   25.206   24.196   0       0       0       0.52    0.76    0.78    0.01   0         
  EDCSNJ1103588-1247497   11.06632    -12.797127   25.209   24.485   23.414   24.332   23.663   22.605   24.174   23.467   22.404   0       0       0       0.0     0.02    0.03    0.0    0         
  EDCSNJ1103587-1249196   11.066308   -12.822106   23.957   23.112   22.348   23.626   22.78    22.078   23.639   22.723   22.067   0       0       0       0.92    0.95    0.98    0.0    0         
  EDCSNJ1103587-1248539   11.066308   -12.814964   25.027   24.716   24.254   24.747   24.501   24.058   24.829   24.521   23.997   0       0       0       0.94    0.97    0.97    0.0    0         
  EDCSNJ1103587-1242518   11.066292   -12.714379   25.791   25.492   24.722   26.206   25.467   24.914   26.339   25.684   24.775   0       0       0       0.68    0.95    0.94    0.01   0         
  EDCSNJ1103586-1243252   11.06629    -12.72367    26.453   25.78    25.34    25.987   25.843   25.364   25.916   25.811   24.815   0       0       0       0.52    0.71    0.54    0.01   0         
  EDCSNJ1103586-1242393   11.066279   -12.71093    24.532   23.993   23.641   24.242   23.722   23.442   24.152   23.613   23.324   0       0       0       0.65    0.76    0.98    0.0    0         
  EDCSNJ1103587-1247237   11.066303   -12.789905   26.752   26.288   26.183   26.51    26.195   26.526   26.268   25.486   24.828   0       0       0       0.45    0.66    0.54    0.01   0         
  EDCSNJ1103586-1243181   11.066285   -12.721701   24.59    24.221   23.559   24.328   23.908   23.209   24.291   23.874   23.253   0       0       0       0.17    0.29    0.96    0.01   0         
  EDCSNJ1103587-1246222   11.066302   -12.772841   25.584   25.405   25.125   25.252   24.965   24.813   25.241   25.149   25.028   0       0       0       0.7     0.92    0.71    0.01   0         
  EDCSNJ1103587-1246546   11.066301   -12.781845   26.688   26.067   25.492   26.208   25.398   25.211   25.789   25.303   25.334   0       0       0       0.46    0.53    0.61    0.01   0         
  EDCSNJ1103587-1247418   11.066295   -12.794949   27.229   26.098   25.882   27.001   25.843   26.245   27.081   25.833   26.153   0       0       0       0.37    0.57    0.55    0.0    0         
  EDCSNJ1103586-1244296   11.066289   -12.741557   22.624   22.159   21.614   22.471   21.981   21.481   22.455   21.943   21.458   0       0       0       0.98    0.99    0.98    0.01   0         
  EDCSNJ1103586-1243283   11.066275   -12.724526   26.133   25.977   25.422   25.812   25.804   25.25    25.438   25.22    24.535   0       0       0       0.5     0.7     0.55    0.01   0         
  EDCSNJ1103586-1245125   11.066288   -12.753467   25.717   24.803   24.175   25.541   24.574   23.885   25.542   24.582   23.782   0       0       0       0.72    0.97    0.95    0.01   0         
  EDCSNJ1103586-1245438   11.066289   -12.762176   26.115   26.057   25.326   25.919   25.77    25.049   26.517   26.468   24.801   0       0       0       0.67    0.37    0.65    0.01   0         
  EDCSNJ1103586-1248378   11.06628    -12.810505   25.531   25.242   24.819   25.248   24.976   24.411   25.055   24.696   24.156   0       0       0       0.9     0.94    0.81    0.0    0         
  EDCSNJ1103586-1244380   11.066281   -12.743882   26.368   26.033   25.732   26.133   25.681   25.969   26.385   25.834   31.806   0       0       0       0.48    0.73    0.54    0.01   0         
  EDCSNJ1103585-1242308   11.066257   -12.708556   28.004   26.741   27.26    99.0     25.507   99.0     99.0     24.934   99.0     0       0       0       0.36    0.5     0.39    0.0    0         
  EDCSNJ1103586-1244157   11.066276   -12.737697   24.806   24.087   23.627   24.431   23.648   23.269   24.356   23.511   23.205   3       3       3       0.1     0.44    0.97    0.01   0         
  EDCSNJ1103586-1244055   11.066272   -12.73485    24.335   23.78    23.066   24.044   23.437   22.736   23.98    23.337   22.728   0       0       0       0.18    0.08    0.86    0.01   0         
