# EDISCSID                    RA        Dec         V1     R1     I1     V2     R2     I2     V3    R3    I3    OBJFLAG1?   OBJFLAG2?   CLASS_STAR1?   CLASS_STAR   wmin   Starflag  
  EDCSNJ1018351-1212158   10.309759   -12.204385   25.152   99.0     24.095   24.73    99.0     24.083   24.593   99.0     24.107   0       0       0.61    0.07    0.19   0         
  EDCSNJ1018351-1209275   10.309762   -12.157651   26.325   99.0     25.111   27.346   99.0     25.428   99.0     99.0     99.0     0       0       0.38    0.5     0.09   0         
  EDCSNJ1018351-1213308   10.309749   -12.225233   26.044   99.0     24.65    26.136   99.0     24.528   26.311   99.0     25.411   0       0       0.4     0.28    0.09   0         
  EDCSNJ1018351-1210276   10.309752   -12.174324   25.805   99.0     25.375   25.583   99.0     25.227   25.627   99.0     26.453   0       0       0.59    0.44    0.16   0         
  EDCSNJ1018351-1208072   10.309758   -12.135339   26.468   99.0     23.3     25.941   99.0     23.146   25.834   99.0     23.151   0       0       0.36    0.67    0.04   0         
  EDCSNJ1018351-1211600   10.309743   -12.199992   24.021   99.0     22.185   23.612   99.0     21.852   23.338   99.0     21.767   3       3       0.73    0.04    0.17   0         
  EDCSNJ1018351-1207481   10.309754   -12.130039   24.073   99.0     22.492   23.836   99.0     22.19    23.756   99.0     22.047   0       0       0.98    0.04    0.0    0         
  EDCSNJ1018351-1209455   10.309743   -12.162634   25.97    99.0     24.253   25.568   99.0     24.036   25.225   99.0     24.091   0       0       0.49    0.28    0.11   0         
  EDCSNJ1018350-1212054   10.309736   -12.201495   19.474   99.0     18.489   19.256   99.0     18.261   19.203   99.0     18.204   2       2       0.98    0.97    0.16   0         
  EDCSNJ1018350-1212253   10.309729   -12.207025   25.233   99.0     24.168   24.655   99.0     23.714   24.315   99.0     23.511   0       0       0.67    0.02    0.17   0         
  EDCSNJ1018350-1209165   10.309726   -12.154572   24.234   99.0     22.698   24.032   99.0     22.501   24.014   99.0     22.498   0       0       0.98    0.72    0.07   0         
  EDCSNJ1018350-1210133   10.309719   -12.170356   27.351   99.0     25.472   26.944   99.0     25.532   25.662   99.0     25.273   0       0       0.39    0.5     0.11   0         
  EDCSNJ1018350-1210551   10.309717   -12.181978   25.069   99.0     24.402   24.926   99.0     24.283   24.872   99.0     24.431   0       0       0.92    0.23    0.13   0         
  EDCSNJ1018350-1209443   10.309719   -12.162309   26.151   99.0     24.611   25.462   99.0     24.214   25.257   99.0     24.161   0       0       0.53    0.68    0.08   0         
  EDCSNJ1018350-1212528   10.30971    -12.214658   25.065   99.0     24.116   25.086   99.0     24.179   25.299   99.0     24.423   0       0       0.95    0.43    0.11   0         
  EDCSNJ1018349-1213517   10.309704   -12.231028   21.849   99.0     21.186   21.376   99.0     20.642   21.275   99.0     20.515   0       0       0.03    0.03    0.07   0         
  EDCSNJ1018349-1211179   10.309705   -12.188304   25.91    99.0     24.5     25.453   99.0     24.234   25.015   99.0     23.81    0       0       0.59    0.04    0.12   0         
  EDCSNJ1018350-1207453   10.309716   -12.129237   25.241   99.0     24.244   24.733   99.0     23.473   24.504   99.0     22.925   3       3       0.75    0.0     0.0    0         
  EDCSNJ1018350-1208185   10.309709   -12.138483   23.325   99.0     21.375   22.84    99.0     20.953   22.724   99.0     20.858   0       0       0.19    0.03    0.03   0         
  EDCSNJ1018349-1213348   10.309688   -12.226342   25.316   99.0     24.365   25.084   99.0     24.157   24.985   99.0     24.123   0       0       0.91    0.72    0.06   0         
  EDCSNJ1018349-1214028   10.309684   -12.234116   24.632   99.0     23.325   24.354   99.0     22.975   24.337   99.0     22.966   0       0       0.95    0.2     0.05   0         
  EDCSNJ1018349-1211026   10.309687   -12.184066   25.085   99.0     23.826   24.699   99.0     23.581   24.73    99.0     23.632   0       0       0.13    0.0     0.1    0         
  EDCSNJ1018348-1214264   10.309676   -12.240665   26.366   99.0     24.634   26.404   99.0     24.991   99.0     99.0     25.603   0       0       0.49    0.72    0.03   0         
  EDCSNJ1018348-1213226   10.309678   -12.22295    19.214   99.0     18.244   19.053   99.0     18.073   19.023   99.0     18.04    2       2       0.99    0.98    0.05   0         
  EDCSNJ1018348-1212273   10.309678   -12.20758    25.222   99.0     24.036   25.041   99.0     24.016   24.842   99.0     23.866   0       0       0.9     0.72    0.1    0         
  EDCSNJ1018348-1213274   10.309674   -12.224267   24.659   99.0     23.543   24.414   99.0     23.138   24.334   99.0     23.105   3       3       0.53    0.01    0.05   0         
  EDCSNJ1018349-1208313   10.309687   -12.142041   24.916   99.0     23.789   24.548   99.0     23.43    24.665   99.0     23.249   0       0       0.91    0.18    0.02   0         
  EDCSNJ1018348-1213372   10.309669   -12.227007   25.146   99.0     24.012   24.77    99.0     23.683   24.624   99.0     23.523   0       0       0.85    0.55    0.05   0         
  EDCSNJ1018348-1210014   10.309673   -12.167057   25.915   99.0     24.231   25.551   99.0     24.028   25.271   99.0     24.0     0       0       0.52    0.1     0.05   0         
  EDCSNJ1018348-1214199   10.309659   -12.238849   22.577   99.0     21.643   22.329   99.0     21.361   22.294   99.0     21.284   0       0       0.98    0.09    0.05   0         
  EDCSNJ1018348-1211362   10.309663   -12.193391   16.552   99.0     15.911   15.877   99.0     15.118   15.806   99.0     14.996   7       7       0.97    0.85    0.05   0         
  EDCSNJ1018348-1210224   10.309664   -12.172886   25.01    99.0     24.216   24.856   99.0     24.153   25.109   99.0     24.553   0       0       0.85    0.01    0.03   0         
  EDCSNJ1018347-1213470   10.309648   -12.229714   25.51    99.0     24.929   25.709   99.0     25.065   25.922   99.0     26.223   0       0       0.66    0.44    0.03   0         
  EDCSNJ1018347-1212351   10.309647   -12.209751   25.992   99.0     24.579   25.381   99.0     24.046   25.158   99.0     24.034   3       3       0.43    0.44    0.04   0         
  EDCSNJ1018347-1211121   10.309646   -12.186694   24.969   99.0     23.495   24.964   99.0     23.428   24.972   99.0     23.762   0       0       0.94    0.92    0.01   0         
  EDCSNJ1018347-1210289   10.309646   -12.1747     25.896   99.0     25.739   25.679   99.0     25.773   25.255   99.0     25.541   0       0       0.66    0.48    0.01   0         
  EDCSNJ1018347-1208409   10.309647   -12.144691   25.736   99.0     24.852   26.037   99.0     24.978   99.0     99.0     25.77    0       0       0.59    0.72    0.0    0         
  EDCSNJ1018347-1209457   10.309642   -12.162687   26.164   99.0     25.521   25.935   99.0     25.604   26.118   99.0     24.961   0       0       0.44    0.41    0.0    0         
  EDCSNJ1018347-1212584   10.309627   -12.216219   25.572   99.0     24.067   25.216   99.0     24.148   24.776   99.0     24.296   0       0       0.53    0.1     0.0    0         
  EDCSNJ1018347-1210552   10.309632   -12.182006   22.98    99.0     21.004   22.65    99.0     20.692   22.57    99.0     20.596   0       0       0.92    0.17    0.01   0         
  EDCSNJ1018347-1211519   10.309629   -12.19775    26.885   99.0     24.586   99.0     99.0     24.252   99.0     99.0     24.393   1       1       0.44    0.0     0.01   0         
  EDCSNJ1018347-1209490   10.309635   -12.163621   24.631   99.0     23.431   24.398   99.0     23.242   24.46    99.0     23.329   0       0       0.92    0.14    0.0    0         
  EDCSNJ1018347-1210362   10.309631   -12.176728   26.182   99.0     24.03    25.85    99.0     23.937   25.912   99.0     23.821   0       0       0.41    0.79    0.0    0         
  EDCSNJ1018347-1209585   10.309632   -12.166242   25.635   99.0     24.231   24.89    99.0     23.601   24.524   99.0     23.427   0       0       0.73    0.01    0.0    0         
  EDCSNJ1018347-1209046   10.309634   -12.151266   27.672   99.0     25.279   99.0     99.0     26.949   99.0     99.0     99.0     0       0       0.4     0.41    0.0    0         
  EDCSNJ1018346-1212344   10.309613   -12.209566   24.284   99.0     22.279   24.027   99.0     22.007   24.017   99.0     21.964   2       2       0.98    0.85    0.01   0         
  EDCSNJ1018346-1211049   10.309615   -12.1847     23.787   99.0     22.541   23.592   99.0     22.328   23.585   99.0     22.262   3       3       0.98    0.7     0.0    0         
  EDCSNJ1018346-1210436   10.309613   -12.17877    24.982   99.0     23.362   24.714   99.0     23.166   24.68    99.0     23.221   0       0       0.94    0.33    0.0    0         
  EDCSNJ1018346-1209309   10.309615   -12.158576   26.586   99.0     25.065   26.422   99.0     24.831   26.407   99.0     24.54    0       0       0.4     0.5     0.0    0         
  EDCSNJ1018346-1211028   10.309609   -12.184099   22.805   99.0     21.035   22.631   99.0     20.848   22.554   99.0     20.791   3       3       0.98    0.98    0.0    0         
  EDCSNJ1018346-1208556   10.30961    -12.148788   19.992   99.0     17.942   19.833   99.0     17.769   19.805   99.0     17.734   3       3       0.99    0.98    0.0    0         
  EDCSNJ1018346-1208522   10.309599   -12.147828   23.199   99.0     20.928   22.974   99.0     20.689   22.952   99.0     20.618   3       3       0.98    0.88    0.0    0         
  EDCSNJ1018345-1208461   10.309596   -12.146131   25.283   99.0     24.75    25.088   99.0     24.405   25.252   99.0     24.677   0       0       0.56    0.24    0.0    0         
  EDCSNJ1018345-1208346   10.309592   -12.142941   29.792   99.0     24.99    99.0     99.0     25.654   99.0     99.0     99.0     0       0       0.36    0.52    0.0    0         
  EDCSNJ1018345-1210013   10.309586   -12.167027   20.862   99.0     20.046   20.672   99.0     19.848   20.638   99.0     19.81    0       0       0.98    0.98    0.0    0         
  EDCSNJ1018344-1212432   10.309569   -12.211994   22.689   99.0     21.088   21.921   99.0     20.383   21.807   99.0     20.248   2       2       0.03    0.03    0.0    0         
  EDCSNJ1018345-1208102   10.30958    -12.13617    25.688   99.0     24.703   25.462   99.0     25.005   25.716   99.0     27.333   0       0       0.66    0.71    0.0    0         
  EDCSNJ1018344-1213463   10.30956    -12.229519   25.885   99.0     24.825   25.771   99.0     24.841   25.56    99.0     24.954   0       0       0.58    0.53    0.0    0         
  EDCSNJ1018344-1212002   10.309559   -12.200063   25.611   99.0     25.16    25.787   99.0     25.5     25.87    99.0     99.0     0       0       0.68    0.64    0.0    0         
  EDCSNJ1018344-1214315   10.309549   -12.242096   25.635   99.0     25.282   25.782   99.0     99.0     99.0     99.0     99.0     0       0       0.58    0.5     0.0    0         
  EDCSNJ1018344-1213154   10.309552   -12.220951   24.501   99.0     23.268   24.154   99.0     22.957   23.924   99.0     22.844   3       3       0.02    0.01    0.0    0         
  EDCSNJ1018344-1208173   10.309566   -12.138132   26.329   99.0     24.663   25.622   99.0     24.141   25.431   99.0     24.797   0       0       0.53    0.3     0.0    0         
  EDCSNJ1018343-1214123   10.30954    -12.236757   22.499   99.0     20.45    22.061   99.0     20.039   21.934   99.0     19.913   0       0       0.88    0.04    0.0    0         
  EDCSNJ1018344-1213129   10.309542   -12.220248   25.065   99.0     23.257   24.655   99.0     23.067   24.38    99.0     23.002   3       3       0.93    0.9     0.0    0         
  EDCSNJ1018344-1207593   10.309557   -12.133146   24.381   99.0     23.148   24.095   99.0     22.807   24.03    99.0     22.805   0       0       0.74    0.01    0.0    0         
  EDCSNJ1018344-1209307   10.309543   -12.158537   25.215   99.0     23.445   24.993   99.0     23.181   24.629   99.0     23.164   0       0       0.93    0.28    0.0    0         
  EDCSNJ1018344-1208272   10.309544   -12.140896   24.029   99.0     22.803   23.833   99.0     22.653   23.805   99.0     22.594   0       0       0.98    0.32    0.0    0         
  EDCSNJ1018343-1209374   10.309539   -12.160394   25.791   99.0     24.863   25.674   99.0     24.662   25.497   99.0     24.806   0       0       0.67    0.7     0.0    0         
  EDCSNJ1018343-1213554   10.309527   -12.23206    26.979   99.0     24.483   25.939   99.0     24.272   25.357   99.0     23.849   0       0       0.41    0.71    0.0    0         
  EDCSNJ1018343-1214215   10.309525   -12.239301   24.959   99.0     23.435   24.853   99.0     23.335   24.753   99.0     23.597   0       0       0.88    0.02    0.0    0         
  EDCSNJ1018343-1213051   10.309527   -12.218072   23.671   99.0     21.663   23.413   99.0     21.389   23.359   99.0     21.346   0       0       0.97    0.08    0.0    0         
  EDCSNJ1018343-1213534   10.309519   -12.231506   24.614   99.0     23.668   24.314   99.0     23.319   24.16    99.0     23.157   0       0       0.16    0.0     0.0    0         
  EDCSNJ1018343-1208580   10.309533   -12.149455   25.418   99.0     24.039   24.931   99.0     23.395   24.992   99.0     23.196   3       3       0.6     0.0     0.0    0         
  EDCSNJ1018343-1213325   10.309519   -12.225702   25.457   99.0     23.904   24.927   99.0     23.48    24.858   99.0     23.421   2       2       0.66    0.13    0.0    0         
  EDCSNJ1018343-1211035   10.309519   -12.184317   23.859   99.0     21.983   23.381   99.0     21.653   23.244   99.0     21.571   3       3       0.91    0.5     0.0    0         
  EDCSNJ1018342-1212447   10.30951    -12.212417   25.712   99.0     24.061   25.362   99.0     24.084   25.308   99.0     24.168   3       3       0.56    0.67    0.0    0         
  EDCSNJ1018342-1213187   10.309503   -12.221851   25.088   99.0     24.488   24.802   99.0     24.34    24.87    99.0     24.681   0       0       0.94    0.14    0.0    0         
  EDCSNJ1018342-1213148   10.3095     -12.220778   24.814   99.0     22.986   24.587   99.0     22.719   24.416   99.0     22.592   3       3       0.62    0.15    0.0    0         
  EDCSNJ1018342-1208089   10.309509   -12.135819   26.486   99.0     25.308   26.481   99.0     25.226   25.979   99.0     26.835   0       0       0.35    0.48    0.0    0         
  EDCSNJ1018342-1211015   10.309497   -12.18376    24.116   99.0     22.696   23.863   99.0     22.504   23.956   99.0     22.483   3       3       0.98    0.34    0.0    0         
  EDCSNJ1018342-1213346   10.309489   -12.226285   26.188   99.0     24.362   25.638   99.0     24.011   25.306   99.0     23.76    2       2       0.48    0.13    0.0    0         
  EDCSNJ1018341-1213563   10.309484   -12.232305   24.876   99.0     24.441   24.724   99.0     24.666   24.774   99.0     24.358   0       0       0.95    0.25    0.0    0         
  EDCSNJ1018342-1209136   10.309495   -12.153779   24.98    99.0     23.73    24.732   99.0     23.399   24.655   99.0     23.282   0       0       0.78    0.02    0.0    0         
  EDCSNJ1018342-1210175   10.309491   -12.171517   23.424   99.0     21.733   23.058   99.0     21.32    22.872   99.0     21.102   3       3       0.93    0.47    0.0    0         
  EDCSNJ1018341-1209551   10.30948    -12.16531    25.231   99.0     23.547   25.323   99.0     23.526   25.706   99.0     23.774   0       0       0.9     0.94    0.0    0         
  EDCSNJ1018341-1209477   10.309478   -12.163262   22.531   99.0     21.477   21.988   99.0     20.962   21.904   99.0     20.873   0       0       0.03    0.03    0.0    0         
  EDCSNJ1018341-1212034   10.309471   -12.200949   23.972   99.0     22.795   23.734   99.0     22.588   23.712   99.0     22.628   0       0       0.98    0.07    0.0    0         
  EDCSNJ1018341-1210380   10.309473   -12.177222   25.84    99.0     24.514   25.088   99.0     24.08    25.063   99.0     23.743   0       0       0.64    0.0     0.0    0         
  EDCSNJ1018340-1212352   10.309457   -12.209783   24.427   99.0     23.842   24.176   99.0     24.163   24.172   99.0     25.368   0       0       0.98    0.2     0.0    0         
  EDCSNJ1018340-1212457   10.309453   -12.212682   24.58    99.0     22.988   24.568   99.0     22.915   24.623   99.0     23.061   0       0       0.95    0.98    0.0    0         
  EDCSNJ1018340-1211237   10.309456   -12.189927   25.236   99.0     23.832   25.058   99.0     23.3     24.909   99.0     22.905   1       1       0.92    0.11    0.0    0         
  EDCSNJ1018340-1213278   10.309435   -12.224388   25.644   99.0     24.575   25.308   99.0     24.406   25.573   99.0     24.808   0       0       0.51    0.01    0.0    0         
  EDCSNJ1018339-1214184   10.30943    -12.23845    23.562   99.0     22.222   23.066   99.0     21.818   22.931   99.0     21.742   0       0       0.31    0.03    0.0    0         
  EDCSNJ1018339-1213373   10.309428   -12.227018   26.581   99.0     25.107   26.463   99.0     24.817   28.982   99.0     24.637   0       0       0.42    0.49    0.0    0         
  EDCSNJ1018340-1210108   10.309437   -12.169666   26.068   99.0     24.409   26.238   99.0     23.959   25.889   99.0     23.704   0       0       0.42    0.06    0.0    0         
  EDCSNJ1018340-1208064   10.309441   -12.135104   26.465   99.0     25.266   26.94    99.0     25.881   26.686   99.0     99.0     0       0       0.4     0.49    0.0    0         
  EDCSNJ1018339-1212184   10.309425   -12.205119   26.167   99.0     24.52    26.305   99.0     24.359   26.867   99.0     23.979   0       0       0.36    0.35    0.0    0         
  EDCSNJ1018340-1208512   10.309437   -12.147567   22.406   99.0     20.52    21.821   99.0     19.988   21.721   99.0     19.887   3       3       0.03    0.03    0.0    0         
  EDCSNJ1018340-1208463   10.309437   -12.146197   25.692   99.0     24.606   25.48    99.0     24.075   25.385   99.0     23.73    0       0       0.58    0.07    0.0    0         
  EDCSNJ1018339-1208573   10.309428   -12.149237   24.891   99.0     23.736   24.699   99.0     23.467   24.88    99.0     23.55    0       0       0.52    0.01    0.0    0         
  EDCSNJ1018339-1211009   10.309419   -12.183596   23.739   99.0     21.745   23.43    99.0     21.39    23.329   99.0     21.321   0       0       0.86    0.03    0.0    0         
  EDCSNJ1018339-1208019   10.30943    -12.133875   26.208   99.0     25.334   26.771   99.0     26.648   26.907   99.0     99.0     0       0       0.38    0.52    0.0    0         
  EDCSNJ1018339-1213039   10.309406   -12.217762   25.389   99.0     24.062   24.787   99.0     23.408   24.548   99.0     23.425   0       0       0.21    0.0     0.0    0         
  EDCSNJ1018339-1213204   10.309403   -12.22233    23.417   99.0     22.338   23.232   99.0     22.148   23.281   99.0     22.191   0       0       0.87    0.27    0.0    0         
  EDCSNJ1018339-1208534   10.309416   -12.148173   22.671   99.0     20.544   22.436   99.0     20.309   22.401   99.0     20.278   3       3       0.98    0.96    0.0    0         
  EDCSNJ1018338-1212512   10.309401   -12.214226   24.726   99.0     23.585   24.558   99.0     23.475   24.741   99.0     23.62    0       0       0.93    0.67    0.0    0         
  EDCSNJ1018338-1211526   10.3094     -12.197957   24.116   99.0     22.311   23.823   99.0     22.01    23.808   99.0     21.957   0       0       0.97    0.12    0.0    0         
  EDCSNJ1018339-1210007   10.309404   -12.166865   25.026   99.0     23.396   24.516   99.0     22.845   24.522   99.0     22.756   0       0       0.11    0.01    0.0    0         
  EDCSNJ1018339-1208350   10.309409   -12.143056   26.577   99.0     25.006   26.086   99.0     25.414   26.458   99.0     26.707   0       0       0.39    0.52    0.0    0         
  EDCSNJ1018338-1213432   10.309391   -12.228666   25.666   99.0     25.198   25.473   99.0     25.349   25.155   99.0     26.671   0       0       0.52    0.5     0.0    0         
  EDCSNJ1018339-1209241   10.309404   -12.156696   25.88    99.0     24.208   25.361   99.0     23.933   25.211   99.0     23.958   0       0       0.55    0.01    0.0    0         
  EDCSNJ1018338-1213403   10.309389   -12.227871   26.531   99.0     25.467   26.334   99.0     26.093   25.922   99.0     25.292   0       0       0.39    0.49    0.0    0         
  EDCSNJ1018338-1213104   10.309389   -12.219548   24.15    99.0     22.601   23.657   99.0     22.13    23.562   99.0     22.074   1       1       0.02    0.02    0.0    0         
  EDCSNJ1018338-1208152   10.309399   -12.137562   23.195   99.0     21.25    22.819   99.0     20.843   22.769   99.0     20.775   0       0       0.39    0.03    0.0    0         
  EDCSNJ1018338-1214244   10.309378   -12.240112   26.343   99.0     24.604   26.531   99.0     23.784   99.0     99.0     23.299   3       3       0.36    0.0     0.0    0         
  EDCSNJ1018338-1212147   10.309379   -12.204072   25.931   99.0     25.139   25.621   99.0     24.871   26.034   99.0     25.258   0       0       0.39    0.48    0.0    0         
  EDCSNJ1018338-1211102   10.309379   -12.186162   24.247   99.0     22.479   23.533   99.0     21.916   23.455   99.0     21.873   0       0       0.01    0.02    0.0    0         
  EDCSNJ1018338-1208261   10.309387   -12.140586   24.915   99.0     23.861   24.344   99.0     23.457   24.187   99.0     23.364   0       0       0.06    0.0     0.0    0         
  EDCSNJ1018338-1208397   10.309384   -12.144366   26.249   99.0     25.41    26.183   99.0     25.074   26.284   99.0     25.543   0       0       0.45    0.5     0.0    0         
  EDCSNJ1018338-1210244   10.309377   -12.173435   16.984   99.0     16.237   16.73    99.0     15.89    16.689   99.0     15.828   6       6       1.0     0.98    0.0    0         
  EDCSNJ1018337-1213137   10.309368   -12.22048    23.069   99.0     20.984   22.656   99.0     20.59    22.541   99.0     20.489   2       2       0.06    0.03    0.0    0         
  EDCSNJ1018338-1210121   10.309377   -12.170026   26.139   99.0     24.799   26.034   99.0     24.325   27.796   99.0     23.806   0       0       0.53    0.35    0.0    0         
  EDCSNJ1018338-1207442   10.309386   -12.128936   17.985   99.0     16.759   17.544   99.0     16.252   17.513   99.0     16.193   4       4       1.0     0.99    0.0    0         
  EDCSNJ1018337-1209162   10.309367   -12.154497   25.561   99.0     24.819   25.254   99.0     24.741   25.286   99.0     25.069   0       0       0.49    0.69    0.0    0         
  EDCSNJ1018337-1212207   10.309355   -12.205749   25.834   99.0     25.166   25.445   99.0     24.897   25.307   99.0     25.506   0       0       0.52    0.54    0.0    0         
  EDCSNJ1018337-1212432   10.309351   -12.211997   24.452   99.0     23.419   23.969   99.0     22.908   23.636   99.0     22.561   1       1       0.77    0.01    0.0    0         
  EDCSNJ1018337-1209321   10.309358   -12.158919   24.654   99.0     23.831   24.469   99.0     23.535   24.436   99.0     23.316   0       0       0.97    0.31    0.0    0         
  EDCSNJ1018336-1213179   10.309343   -12.221642   25.86    99.0     25.363   25.914   99.0     26.381   26.575   99.0     99.0     0       0       0.5     0.5     0.0    0         
  EDCSNJ1018337-1209022   10.30935    -12.150608   26.13    99.0     25.328   25.781   99.0     25.734   25.148   99.0     24.83    0       0       0.4     0.55    0.0    0         
  EDCSNJ1018336-1211063   10.30934    -12.185092   23.67    99.0     21.035   23.533   99.0     20.885   23.493   99.0     20.852   0       0       0.98    0.99    0.0    0         
  EDCSNJ1018336-1213136   10.309334   -12.220454   25.105   99.0     23.119   25.096   99.0     23.048   25.119   99.0     23.143   3       3       0.94    0.98    0.0    0         
  EDCSNJ1018336-1211212   10.309333   -12.189231   24.844   99.0     23.551   24.468   99.0     23.329   24.33    99.0     23.403   0       0       0.9     0.01    0.0    0         
  EDCSNJ1018336-1213318   10.309325   -12.225494   24.903   99.0     24.185   24.733   99.0     23.853   24.631   99.0     23.777   0       0       0.89    0.07    0.0    0         
  EDCSNJ1018336-1211400   10.309327   -12.194448   24.433   99.0     23.201   24.139   99.0     22.916   24.016   99.0     22.842   3       3       0.4     0.03    0.0    0         
  EDCSNJ1018336-1211426   10.309325   -12.195168   24.425   99.0     23.502   24.025   99.0     23.169   24.038   99.0     23.154   2       2       0.02    0.01    0.0    0         
  EDCSNJ1018336-1210419   10.309324   -12.178317   24.023   99.0     22.89    23.623   99.0     22.599   23.585   99.0     22.657   3       3       0.08    0.02    0.0    0         
  EDCSNJ1018336-1210408   10.309324   -12.178011   23.922   99.0     22.994   23.705   99.0     22.83    23.65    99.0     22.915   3       3       0.98    0.59    0.0    0         
  EDCSNJ1018336-1209275   10.309328   -12.157631   25.541   99.0     24.257   25.244   99.0     24.095   25.117   99.0     24.21    0       0       0.55    0.09    0.0    0         
  EDCSNJ1018335-1213382   10.309314   -12.227282   25.98    99.0     23.927   26.164   99.0     23.716   26.719   99.0     24.009   0       0       0.7     0.22    0.0    0         
  EDCSNJ1018335-1209451   10.309313   -12.162533   24.652   99.0     21.827   24.393   99.0     21.631   24.315   99.0     21.607   0       0       0.96    0.98    0.0    0         
  EDCSNJ1018335-1209370   10.309311   -12.160286   24.69    99.0     23.341   24.114   99.0     22.868   23.921   99.0     22.789   3       3       0.94    0.14    0.0    0         
  EDCSNJ1018335-1208428   10.309307   -12.14522    25.979   99.0     25.095   25.563   99.0     24.658   25.877   99.0     24.472   0       0       0.52    0.55    0.0    0         
  EDCSNJ1018334-1212222   10.309291   -12.206179   23.369   99.0     22.648   22.864   99.0     22.144   22.74    99.0     22.05    0       0       0.03    0.03    0.0    0         
  EDCSNJ1018334-1213596   10.309282   -12.233221   24.491   99.0     23.024   24.307   99.0     22.974   24.373   99.0     23.123   0       0       0.91    0.04    0.0    0         
  EDCSNJ1018334-1212404   10.309284   -12.211228   22.768   99.0     21.106   22.294   99.0     20.643   22.123   99.0     20.459   3       3       0.86    0.03    0.0    0         
  EDCSNJ1018334-1213008   10.309283   -12.216893   25.789   99.0     23.905   25.408   99.0     23.664   25.386   99.0     23.694   0       0       0.69    0.14    0.0    0         
  EDCSNJ1018334-1212364   10.309281   -12.210114   21.172   99.0     19.327   20.664   99.0     18.859   20.516   99.0     18.722   3       3       0.05    0.03    0.0    0         
  EDCSNJ1018335-1207569   10.309295   -12.132485   25.216   99.0     24.255   24.98    99.0     23.932   25.104   99.0     23.956   1       1       0.31    0.07    0.0    0         
  EDCSNJ1018334-1211049   10.309282   -12.184694   25.686   99.0     24.543   25.858   99.0     24.389   26.936   99.0     24.12    0       0       0.56    0.76    0.0    0         
  EDCSNJ1018334-1213533   10.309273   -12.231467   24.39    99.0     23.274   24.202   99.0     23.023   24.064   99.0     23.193   3       3       0.98    0.62    0.0    0         
  EDCSNJ1018334-1211560   10.309274   -12.198896   25.442   99.0     24.585   25.325   99.0     24.598   25.539   99.0     24.608   0       0       0.67    0.23    0.0    0         
  EDCSNJ1018334-1213317   10.309269   -12.22546    24.858   99.0     23.843   24.733   99.0     23.692   24.544   99.0     23.426   0       0       0.93    0.62    0.0    0         
  EDCSNJ1018334-1213191   10.309267   -12.221976   24.697   99.0     23.186   24.404   99.0     22.873   24.059   99.0     22.778   0       0       0.85    0.02    0.0    0         
  EDCSNJ1018334-1210033   10.309272   -12.167573   24.007   99.0     21.626   23.831   99.0     21.453   23.724   99.0     21.421   0       0       0.97    0.98    0.0    0         
  EDCSNJ1018333-1214273   10.309256   -12.240906   21.436   99.0     18.96    21.062   99.0     18.665   20.968   99.0     18.549   3       3       0.88    0.81    0.0    0         
  EDCSNJ1018333-1213158   10.309257   -12.221069   24.91    99.0     24.594   24.394   99.0     23.849   24.114   99.0     23.395   0       0       0.86    0.59    0.0    0         
  EDCSNJ1018334-1208069   10.309273   -12.135259   22.166   99.0     20.836   21.593   99.0     20.308   21.503   99.0     20.241   0       0       0.03    0.03    0.0    0         
  EDCSNJ1018334-1208553   10.309266   -12.148702   22.861   99.0     21.915   22.646   99.0     21.682   22.672   99.0     21.643   0       0       0.98    0.27    0.0    0         
  EDCSNJ1018332-1213464   10.309235   -12.229567   24.826   99.0     24.08    24.801   99.0     23.903   24.65    99.0     24.038   0       0       0.96    0.13    0.0    0         
  EDCSNJ1018333-1209495   10.309246   -12.163747   25.967   99.0     24.576   26.183   99.0     24.955   28.873   99.0     25.893   0       0       0.48    0.52    0.0    0         
  EDCSNJ1018333-1211098   10.309237   -12.186068   24.575   99.0     22.901   24.31    99.0     22.714   24.294   99.0     22.753   0       0       0.97    0.32    0.0    0         
  EDCSNJ1018333-1209161   10.309243   -12.154479   22.647   99.0     20.245   22.481   99.0     20.087   22.459   99.0     20.052   0       0       0.98    0.98    0.0    0         
  EDCSNJ1018333-1207580   10.309243   -12.132776   24.991   99.0     24.016   24.802   99.0     23.618   24.77    99.0     23.523   0       0       0.79    0.0     0.0    0         
  EDCSNJ1018332-1208449   10.309232   -12.145808   26.738   99.0     25.019   27.494   99.0     24.38    26.51    99.0     24.117   0       0       0.39    0.68    0.0    0         
  EDCSNJ1018332-1209375   10.309223   -12.160419   19.944   99.0     17.748   19.784   99.0     17.574   19.747   99.0     17.537   2       2       0.99    0.99    0.0    0         
  EDCSNJ1018332-1208397   10.309226   -12.144349   24.296   99.0     23.867   24.087   99.0     23.64    24.018   99.0     23.664   0       0       0.54    0.09    0.0    0         
  EDCSNJ1018331-1213565   10.309208   -12.232352   25.629   99.0     23.399   25.216   99.0     23.107   24.731   99.0     22.91    3       3       0.57    0.79    0.0    0         
  EDCSNJ1018331-1213528   10.309206   -12.231328   22.465   99.0     20.345   21.883   99.0     19.847   21.773   99.0     19.74    3       3       0.1     0.03    0.0    0         
  EDCSNJ1018332-1208246   10.309224   -12.140169   22.874   99.0     20.873   22.507   99.0     20.53    22.362   99.0     20.407   2       2       0.69    0.05    0.0    0         
