# col1                    col2        col3         col4     col5     col6     col7     col8     col9     col10    col11    col12    col13   col14   col15   col16   wmin   Starflag  
  EDCSNJ1059013-1252005   10.983681   -12.86681    24.933   -999.0   23.323   24.792   -999.0   23.073   25.162   -999.0   23.401   0       0       0.85    0.49    1.0    0         
  EDCSNJ1059013-1255362   10.983704   -12.926734   23.974   -999.0   22.613   23.378   -999.0   22.086   23.351   -999.0   22.054   0       0       0.08    0.03    0.5    0         
  EDCSNJ1059013-1255449   10.983708   -12.929143   22.227   -999.0   20.884   21.694   -999.0   20.403   21.602   -999.0   20.314   0       0       0.05    0.03    0.49   0         
  EDCSNJ1059013-1249499   10.983694   -12.830521   24.855   -999.0   23.461   24.091   -999.0   22.695   24.151   -999.0   22.597   0       0       0.1     0.0     0.49   0         
  EDCSNJ1059012-1254010   10.983667   -12.900268   25.536   -999.0   24.943   25.414   -999.0   24.65    25.462   -999.0   24.562   0       0       0.47    0.48    0.98   0         
  EDCSNJ1059013-1249328   10.983694   -12.825771   24.284   -999.0   23.313   23.962   -999.0   23.26    23.866   -999.0   23.642   0       0       0.96    0.39    0.28   0         
  EDCSNJ1059012-1254306   10.98367    -12.908494   25.349   -999.0   24.212   25.073   -999.0   24.052   24.99    -999.0   24.312   0       0       0.6     0.81    0.65   0         
  EDCSNJ1059012-1254178   10.983667   -12.904932   24.88    -999.0   24.101   24.375   -999.0   23.803   24.047   -999.0   23.731   0       0       0.88    0.51    0.79   0         
  EDCSNJ1059012-1251446   10.983668   -12.862392   25.948   -999.0   24.797   25.574   -999.0   24.23    25.304   -999.0   24.322   0       0       0.45    0.5     0.99   0         
  EDCSNJ1059012-1254449   10.983668   -12.912469   25.548   -999.0   24.088   25.541   -999.0   23.784   25.582   -999.0   24.178   0       0       0.51    0.89    0.5    0         
  EDCSNJ1059012-1251370   10.983662   -12.860281   25.523   -999.0   25.051   25.527   -999.0   25.526   25.086   -999.0   99.0     0       0       0.57    0.5     0.97   0         
  EDCSNJ1059012-1250352   10.983668   -12.843114   25.301   -999.0   23.96    25.035   -999.0   23.66    24.965   -999.0   23.69    0       0       0.44    0.01    0.5    0         
  EDCSNJ1059011-1253158   10.983638   -12.887729   24.68    -999.0   24.04    24.408   -999.0   23.913   24.298   -999.0   23.817   0       0       0.86    0.24    0.99   0         
  EDCSNJ1059011-1252467   10.983637   -12.879649   26.524   -999.0   24.312   26.71    -999.0   24.328   26.634   -999.0   24.499   0       0       0.37    0.78    0.99   0         
  EDCSNJ1059011-1254158   10.98364    -12.904384   24.462   -999.0   24.125   24.08    -999.0   23.902   23.908   -999.0   23.84    0       0       0.93    0.75    0.8    0         
  EDCSNJ1059011-1252147   10.983638   -12.870752   23.212   -999.0   21.818   22.951   -999.0   21.504   22.934   -999.0   21.458   3       3       0.98    0.19    1.0    0         
  EDCSNJ1059012-1250283   10.983655   -12.841186   25.169   -999.0   24.126   24.918   -999.0   23.973   24.923   -999.0   23.955   0       0       0.58    0.2     0.5    0         
  EDCSNJ1059011-1250584   10.983648   -12.849566   26.261   -999.0   24.548   26.221   -999.0   24.506   25.967   -999.0   24.158   0       0       0.37    0.54    0.5    0         
  EDCSNJ1059011-1251471   10.983638   -12.863094   24.175   23.361   22.466   23.942   23.128   22.234   23.669   22.855   22.093   0       0       0.95    0.98    0.99   1         
  EDCSNJ1059011-1253082   10.983631   -12.885607   21.402   -999.0   20.091   20.887   -999.0   19.554   20.765   -999.0   19.408   0       0       0.36    0.03    0.99   0         
  EDCSNJ1059011-1255090   10.983648   -12.919159   26.22    -999.0   25.012   25.78    -999.0   25.234   26.239   -999.0   25.079   0       0       0.4     0.64    0.5    0         
  EDCSNJ1059012-1249301   10.983656   -12.825022   24.618   -999.0   23.092   24.279   -999.0   22.881   24.057   -999.0   22.832   0       0       0.94    0.02    0.26   0         
  EDCSNJ1059011-1251247   10.983635   -12.856855   26.856   -999.0   24.925   26.336   -999.0   24.302   25.666   -999.0   23.874   0       0       0.39    0.49    0.83   0         
  EDCSNJ1059011-1254287   10.983629   -12.907964   25.096   -999.0   24.253   24.778   -999.0   23.874   24.609   -999.0   24.133   0       0       0.55    0.3     0.66   0         
  EDCSNJ1059011-1254504   10.983628   -12.913988   25.907   -999.0   25.048   25.505   -999.0   25.08    24.984   -999.0   25.134   0       0       0.36    0.35    0.5    0         
  EDCSNJ1059010-1252084   10.983613   -12.869008   24.94    23.46    21.479   24.763   23.283   21.314   24.883   23.403   21.34    0       0       0.87    0.98    1.0    1         
  EDCSNJ1059010-1250304   10.983624   -12.841784   25.904   -999.0   24.603   25.669   -999.0   24.301   25.11    -999.0   24.333   0       0       0.48    0.61    0.5    0         
  EDCSNJ1059010-1250544   10.983617   -12.848451   26.246   -999.0   24.588   26.41    -999.0   24.637   26.211   -999.0   24.928   0       0       0.42    0.38    0.5    0         
  EDCSNJ1059010-1255168   10.983621   -12.92133    23.61    -999.0   22.061   23.248   -999.0   21.689   23.228   -999.0   21.617   0       0       0.92    0.03    0.49   0         
  EDCSNJ1059010-1255243   10.983623   -12.923422   25.063   -999.0   24.52    24.718   -999.0   24.653   24.655   -999.0   25.56    0       0       0.67    0.61    0.49   0         
  EDCSNJ1059010-1251271   10.983606   -12.857522   27.754   -999.0   24.887   28.431   -999.0   24.715   26.573   -999.0   24.377   0       0       0.35    0.38    0.85   0         
  EDCSNJ1059010-1250599   10.983609   -12.849977   24.702   -999.0   23.345   24.417   -999.0   23.195   24.369   -999.0   23.019   0       0       0.93    0.94    0.54   0         
  EDCSNJ1059009-1254086   10.983595   -12.902393   25.738   -999.0   25.396   25.43    -999.0   99.0     24.968   -999.0   99.0     0       0       0.48    0.48    0.93   0         
  EDCSNJ1059009-1253374   10.983589   -12.893714   24.409   -999.0   23.688   24.004   -999.0   23.474   24.074   -999.0   23.835   2       2       0.93    0.12    1.0    0         
  EDCSNJ1059009-1250477   10.983596   -12.846596   23.701   -999.0   22.377   23.454   -999.0   22.136   23.431   -999.0   22.17    0       0       0.97    0.83    0.5    0         
  EDCSNJ1059009-1253264   10.983577   -12.890653   23.428   -999.0   22.62    23.12    -999.0   22.361   23.111   -999.0   22.368   0       0       0.98    0.7     0.99   0         
  EDCSNJ1059009-1254584   10.983591   -12.916219   25.027   -999.0   23.628   24.838   -999.0   23.395   24.827   -999.0   23.59    0       0       0.7     0.1     0.48   0         
  EDCSNJ1059009-1251465   10.98357    -12.862919   25.879   -999.0   24.445   25.588   -999.0   23.823   25.492   -999.0   23.458   3       3       0.42    0.11    0.98   0         
  EDCSNJ1059008-1253389   10.983562   -12.89415    25.493   -999.0   23.96    24.957   -999.0   23.992   24.733   -999.0   23.809   2       2       0.42    0.25    0.99   0         
  EDCSNJ1059008-1253017   10.983558   -12.883814   25.097   -999.0   23.187   24.916   -999.0   22.848   24.857   -999.0   22.73    0       0       0.69    0.24    1.0    0         
  EDCSNJ1059009-1255314   10.983582   -12.925397   23.411   -999.0   21.182   22.908   -999.0   20.76    22.807   -999.0   20.695   0       0       0.21    0.03    0.5    0         
  EDCSNJ1059008-1253197   10.983545   -12.888809   23.184   -999.0   21.937   22.782   -999.0   21.566   22.791   -999.0   21.556   0       0       0.82    0.04    1.0    0         
  EDCSNJ1059008-1251045   10.983558   -12.85125    24.666   -999.0   22.105   24.213   -999.0   21.754   24.24    -999.0   21.735   0       0       0.7     0.74    0.56   0         
  EDCSNJ1059008-1252446   10.983542   -12.879068   25.581   -999.0   24.19    24.978   -999.0   23.652   24.903   -999.0   23.544   3       3       0.41    0.01    0.99   0         
  EDCSNJ1059008-1252237   10.983544   -12.873243   25.301   -999.0   24.128   25.093   -999.0   23.8     25.232   -999.0   24.098   0       0       0.59    0.11    0.99   0         
  EDCSNJ1059008-1251147   10.983551   -12.854092   25.965   -999.0   23.151   25.744   -999.0   22.801   25.407   -999.0   22.744   0       0       0.46    0.24    0.7    0         
  EDCSNJ1059008-1249448   10.983562   -12.829108   24.292   -999.0   23.345   23.938   -999.0   23.079   23.845   -999.0   23.122   0       0       0.79    0.15    0.42   0         
  EDCSNJ1059008-1255359   10.983561   -12.926626   24.307   -999.0   23.358   24.007   -999.0   22.928   23.913   -999.0   22.842   0       0       0.94    0.14    0.5    0         
  EDCSNJ1059007-1251100   10.98354    -12.852784   25.456   -999.0   23.239   24.952   -999.0   22.793   24.878   -999.0   22.738   0       0       0.37    0.01    0.67   0         
  EDCSNJ1059008-1255459   10.983557   -12.929409   25.986   -999.0   24.578   25.535   -999.0   24.163   25.299   -999.0   23.942   0       0       0.41    0.58    0.5    0         
  EDCSNJ1059008-1250214   10.983542   -12.839281   25.616   -999.0   24.334   25.236   -999.0   23.909   25.366   -999.0   24.171   0       0       0.37    0.26    0.5    0         
  EDCSNJ1059007-1254141   10.983523   -12.90392    27.637   -999.0   25.587   28.43    -999.0   27.023   26.388   -999.0   25.211   0       0       0.45    0.47    0.84   0         
  EDCSNJ1059007-1252461   10.983519   -12.879468   25.063   -999.0   23.886   24.623   -999.0   23.432   24.413   -999.0   23.388   3       3       0.76    0.1     0.97   0         
  EDCSNJ1059007-1251491   10.98352    -12.863649   25.695   -999.0   23.091   25.908   -999.0   22.694   26.217   -999.0   22.642   3       3       0.39    0.44    1.0    0         
  EDCSNJ1059006-1252515   10.983509   -12.880981   26.511   -999.0   25.348   27.198   -999.0   25.726   99.0     -999.0   99.0     0       0       0.37    0.51    0.99   0         
  EDCSNJ1059008-1255500   10.983542   -12.930557   25.832   -999.0   24.391   25.684   -999.0   23.945   25.196   -999.0   23.978   0       0       0.5     0.02    0.5    0         
  EDCSNJ1059007-1250442   10.983518   -12.845612   25.691   -999.0   24.496   25.11    -999.0   24.205   24.925   -999.0   24.292   3       3       0.49    0.67    0.5    0         
  EDCSNJ1059007-1250273   10.983518   -12.840904   25.417   -999.0   23.878   24.922   -999.0   23.565   25.079   -999.0   23.918   0       0       0.52    0.04    0.5    0         
  EDCSNJ1059007-1249559   10.983522   -12.832199   25.018   -999.0   24.113   24.888   -999.0   24.156   24.937   -999.0   24.442   0       0       0.67    0.21    0.5    0         
  EDCSNJ1059007-1255162   10.983515   -12.921155   22.543   22.1     21.639   22.345   21.902   21.471   22.332   21.889   21.469   0       0       0.98    0.98    0.5    1         
  EDCSNJ1059007-1255313   10.983518   -12.925368   25.148   -999.0   23.847   24.921   -999.0   23.673   24.767   -999.0   23.503   0       0       0.64    0.37    0.49   0         
  EDCSNJ1059006-1251473   10.983488   -12.863129   23.624   -999.0   21.165   23.015   -999.0   20.621   22.839   -999.0   20.443   2       2       0.14    0.03    0.99   0         
  EDCSNJ1059005-1251331   10.983484   -12.859205   24.085   23.27    22.371   23.914   23.099   22.281   23.913   23.098   22.409   0       0       0.96    0.98    0.9    1         
  EDCSNJ1059005-1253159   10.983469   -12.88776    24.957   -999.0   22.801   24.598   -999.0   22.395   24.556   -999.0   22.318   0       0       0.62    0.02    0.99   0         
  EDCSNJ1059006-1250445   10.983488   -12.845695   24.83    -999.0   23.837   24.331   -999.0   23.412   24.149   -999.0   23.171   3       3       0.85    0.14    0.5    0         
  EDCSNJ1059006-1255468   10.983504   -12.929673   24.822   -999.0   23.269   24.633   -999.0   22.974   24.547   -999.0   22.889   0       0       0.9     0.42    0.5    0         
  EDCSNJ1059006-1255524   10.983503   -12.931228   25.158   -999.0   24.849   25.061   -999.0   26.11    25.026   -999.0   99.0     0       0       0.53    0.51    0.48   0         
  EDCSNJ1059005-1251417   10.983468   -12.86159    22.473   -999.0   21.149   22.107   -999.0   20.774   22.073   -999.0   20.703   0       0       0.91    0.03    0.97   0         
  EDCSNJ1059004-1252358   10.983458   -12.876616   25.582   -999.0   24.209   25.371   -999.0   24.037   25.69    -999.0   24.044   0       0       0.37    0.71    0.96   0         
  EDCSNJ1059005-1250063   10.983477   -12.835091   26.166   -999.0   25.141   25.808   -999.0   25.072   25.757   -999.0   24.983   0       0       0.41    0.44    0.48   0         
  EDCSNJ1059005-1255341   10.983475   -12.92614    25.149   -999.0   24.568   24.834   -999.0   24.292   24.749   -999.0   24.374   0       0       0.55    0.66    0.47   0         
  EDCSNJ1059005-1250502   10.983459   -12.847272   23.809   -999.0   22.947   23.241   -999.0   22.44    23.074   -999.0   22.375   0       0       0.04    0.01    0.48   0         
  EDCSNJ1059004-1252211   10.983439   -12.872538   24.636   -999.0   24.008   24.536   -999.0   24.015   24.721   -999.0   24.366   0       0       0.94    0.78    0.91   0         
  EDCSNJ1059004-1253088   10.983435   -12.885767   24.654   -999.0   23.253   24.45    -999.0   23.093   24.584   -999.0   23.357   0       0       0.92    0.02    0.92   0         
  EDCSNJ1059004-1250339   10.983455   -12.842746   22.272   -999.0   20.222   21.946   -999.0   19.928   21.896   -999.0   19.879   2       2       0.98    0.6     0.46   0         
  EDCSNJ1059004-1250465   10.983449   -12.846238   22.764   -999.0   21.709   22.39    -999.0   21.338   22.285   -999.0   21.241   3       3       0.96    0.04    0.45   0         
  EDCSNJ1059003-1253008   10.983429   -12.883566   24.092   -999.0   22.619   23.68    -999.0   22.336   23.561   -999.0   22.299   0       0       0.96    0.53    0.91   0         
  EDCSNJ1059004-1251290   10.983439   -12.858064   24.652   -999.0   23.385   24.186   -999.0   22.977   24.218   -999.0   23.083   0       0       0.45    0.01    0.75   0         
  EDCSNJ1059003-1253513   10.98343    -12.897593   16.909   -999.0   16.177   16.615   -999.0   15.877   16.57    -999.0   15.82    4       4       1.0     0.99    0.89   0         
  EDCSNJ1059004-1254249   10.983434   -12.906917   22.11    -999.0   20.271   21.411   -999.0   19.609   21.174   -999.0   19.393   2       2       0.03    0.03    0.66   0         
  EDCSNJ1059005-1249093   10.983459   -12.819263   16.414   -999.0   15.81    15.211   -999.0   14.547   14.898   -999.0   14.188   4       4       0.96    0.85    0.0    0         
  EDCSNJ1059003-1254324   10.983429   -12.90901    25.886   -999.0   24.935   25.714   -999.0   25.754   25.227   -999.0   24.823   0       0       0.43    0.5     0.56   0         
  EDCSNJ1059003-1252467   10.98342    -12.879638   25.134   -999.0   24.644   24.763   -999.0   24.308   24.648   -999.0   24.391   0       0       0.68    0.65    0.88   0         
  EDCSNJ1059003-1254195   10.98342    -12.905409   25.507   -999.0   24.291   24.865   -999.0   23.878   24.515   -999.0   23.756   3       3       0.49    0.54    0.68   0         
  EDCSNJ1059003-1254595   10.983428   -12.916521   23.367   -999.0   22.295   22.942   -999.0   21.862   22.896   -999.0   21.823   0       0       0.31    0.03    0.43   0         
  EDCSNJ1059004-1250011   10.983437   -12.833649   26.376   -999.0   24.662   26.016   -999.0   24.682   26.41    -999.0   25.171   0       0       0.43    0.67    0.43   0         
  EDCSNJ1059003-1253159   10.983403   -12.88775    25.445   -999.0   24.527   24.841   -999.0   23.962   24.583   -999.0   23.78    0       0       0.44    0.57    0.87   0         
  EDCSNJ1059003-1251406   10.983411   -12.861276   26.082   -999.0   24.26    26.085   -999.0   24.266   29.342   -999.0   24.833   1       1       0.35    0.11    0.87   0         
  EDCSNJ1059003-1250368   10.983412   -12.843545   24.514   -999.0   23.521   24.15    -999.0   23.124   24.176   -999.0   23.038   3       3       0.94    0.61    0.43   0         
  EDCSNJ1059002-1254347   10.983401   -12.909639   25.454   -999.0   23.018   25.15    -999.0   22.689   25.295   -999.0   22.647   0       0       0.49    0.02    0.54   0         
  EDCSNJ1059003-1250343   10.983411   -12.842855   24.507   -999.0   23.309   24.161   -999.0   22.903   23.955   -999.0   22.738   3       3       0.94    0.77    0.43   0         
  EDCSNJ1059002-1250544   10.983397   -12.848442   24.748   23.515   21.786   24.58    23.347   21.598   24.586   23.353   21.543   0       0       0.88    0.98    0.42   1         
  EDCSNJ1059003-1249351   10.983404   -12.826427   23.37    -999.0   20.803   23.136   -999.0   20.61    23.162   -999.0   20.6     0       0       0.97    0.97    0.27   1         
  EDCSNJ1059002-1252108   10.983376   -12.869653   24.642   -999.0   23.185   24.267   -999.0   22.837   24.199   -999.0   22.761   3       3       0.95    0.39    0.79   0         
  EDCSNJ1059003-1255477   10.983407   -12.929923   24.846   -999.0   23.492   24.721   -999.0   23.435   24.802   -999.0   23.589   0       0       0.8     0.48    0.41   0         
  EDCSNJ1059002-1250143   10.983389   -12.837304   24.795   -999.0   23.432   24.395   -999.0   23.116   24.077   -999.0   22.921   3       3       0.9     0.14    0.41   0         
  EDCSNJ1059002-1255063   10.983379   -12.918419   25.655   -999.0   24.306   25.589   -999.0   24.089   25.645   -999.0   24.206   0       0       0.51    0.52    0.38   0         
  EDCSNJ1059001-1254117   10.983358   -12.903263   26.811   -999.0   24.714   26.123   -999.0   24.46    25.668   -999.0   24.473   0       0       0.35    0.42    0.69   0         
  EDCSNJ1059001-1251591   10.983354   -12.866406   26.464   -999.0   24.599   25.986   -999.0   24.47    25.601   -999.0   24.576   0       0       0.38    0.53    0.74   0         
  EDCSNJ1059001-1252128   10.983351   -12.870219   24.461   -999.0   21.87    24.133   -999.0   21.551   24.029   -999.0   21.437   3       3       0.95    0.18    0.74   0         
  EDCSNJ1059001-1251369   10.983349   -12.860249   26.655   24.987   22.896   26.717   25.049   22.802   28.345   26.677   22.846   0       0       0.48    0.98    0.7    1         
  EDCSNJ1059001-1255153   10.983356   -12.920912   25.745   -999.0   25.14    25.327   -999.0   26.205   26.057   -999.0   99.0     0       0       0.44    0.45    0.37   0         
  EDCSNJ1058600-1254064   10.983331   -12.901789   24.632   -999.0   24.158   24.452   -999.0   24.151   24.579   -999.0   24.444   0       0       0.89    0.09    0.68   0         
  EDCSNJ1059001-1250241   10.983349   -12.840026   24.762   -999.0   23.318   24.473   -999.0   23.234   24.382   -999.0   23.154   0       0       0.89    0.95    0.36   0         
  EDCSNJ1059001-1255399   10.983356   -12.927758   22.773   21.461   19.475   22.598   21.286   19.29    22.597   21.285   19.26    0       0       0.98    0.98    0.37   1         
  EDCSNJ1059001-1249563   10.983351   -12.832315   22.439   -999.0   21.392   22.005   -999.0   20.956   21.928   -999.0   20.892   0       0       0.81    0.03    0.36   0         
  EDCSNJ1059000-1250137   10.98334    -12.837148   23.28    -999.0   22.374   22.328   -999.0   21.493   22.055   -999.0   21.205   2       2       0.02    0.02    0.36   0         
  EDCSNJ1058600-1251029   10.983326   -12.850813   23.224   -999.0   21.617   22.525   -999.0   20.994   22.396   -999.0   20.897   0       0       0.03    0.03    0.42   0         
  EDCSNJ1058599-1251270   10.983319   -12.857504   25.77    -999.0   24.665   25.854   -999.0   24.549   25.664   -999.0   25.025   0       0       0.49    0.63    0.61   0         
  EDCSNJ1058599-1251422   10.983302   -12.861734   25.432   -999.0   24.181   25.476   -999.0   24.232   25.503   -999.0   24.297   0       0       0.52    0.84    0.71   0         
  EDCSNJ1058599-1250304   10.983313   -12.841776   24.276   -999.0   22.71    23.862   -999.0   22.346   23.84    -999.0   22.318   0       0       0.71    0.02    0.36   0         
  EDCSNJ1058599-1250010   10.983316   -12.833623   26.146   -999.0   24.109   26.45    -999.0   24.014   26.926   -999.0   24.718   0       0       0.37    0.82    0.35   0         
  EDCSNJ1058598-1252161   10.983281   -12.871148   24.312   -999.0   23.322   24.205   -999.0   23.171   24.316   -999.0   23.131   0       0       0.95    0.39    0.72   0         
  EDCSNJ1058599-1250414   10.983294   -12.844822   25.918   -999.0   24.197   25.281   -999.0   23.64    25.169   -999.0   23.517   0       0       0.36    0.18    0.36   0         
  EDCSNJ1058598-1254575   10.983289   -12.915972   25.686   -999.0   24.598   24.953   -999.0   24.217   24.848   -999.0   24.835   0       0       0.47    0.28    0.36   0         
  EDCSNJ1058598-1251469   10.983281   -12.863028   21.541   -999.0   20.671   21.248   -999.0   20.395   21.204   -999.0   20.368   0       0       0.98    0.2     0.71   0         
  EDCSNJ1058598-1251297   10.983281   -12.858261   24.203   -999.0   23.22    23.895   -999.0   22.916   23.775   -999.0   22.841   0       0       0.84    0.01    0.6    0         
  EDCSNJ1058599-1255277   10.983294   -12.924355   23.207   -999.0   21.14    22.745   -999.0   20.608   22.592   -999.0   20.512   2       2       0.91    0.03    0.35   0         
  EDCSNJ1058598-1252244   10.983269   -12.873443   24.545   -999.0   23.985   24.244   -999.0   23.691   24.138   -999.0   23.614   0       0       0.93    0.66    0.7    0         
  EDCSNJ1058598-1254118   10.983267   -12.903271   25.09    -999.0   24.367   24.974   -999.0   24.223   24.911   -999.0   24.783   0       0       0.58    0.03    0.63   0         
  EDCSNJ1058598-1254536   10.983273   -12.914887   24.075   -999.0   22.689   23.285   -999.0   21.975   23.044   -999.0   21.846   1       1       0.01    0.01    0.34   0         
  EDCSNJ1058598-1254462   10.98327    -12.912838   25.59    -999.0   24.82    24.979   -999.0   24.7     24.824   -999.0   24.777   0       0       0.51    0.5     0.34   0         
  EDCSNJ1058597-1251533   10.983263   -12.864817   25.552   -999.0   25.006   25.709   -999.0   26.377   25.817   -999.0   25.536   0       0       0.5     0.49    0.7    0         
  EDCSNJ1058597-1252472   10.983258   -12.879767   24.951   -999.0   23.449   24.364   -999.0   23.078   24.026   -999.0   23.141   0       0       0.56    0.15    0.7    0         
  EDCSNJ1058597-1252228   10.983249   -12.873011   26.433   -999.0   24.992   25.697   -999.0   24.258   25.164   -999.0   23.968   0       0       0.43    0.61    0.68   0         
  EDCSNJ1058598-1255412   10.983279   -12.928117   25.091   -999.0   23.814   24.813   -999.0   23.499   24.587   -999.0   23.188   0       0       0.7     0.78    0.34   0         
  EDCSNJ1058597-1251018   10.983256   -12.850487   26.33    -999.0   24.574   25.608   -999.0   24.245   24.947   -999.0   24.194   0       0       0.38    0.67    0.39   0         
  EDCSNJ1058597-1253050   10.983241   -12.884718   21.972   -999.0   20.954   21.692   -999.0   20.695   21.658   -999.0   20.644   0       0       0.98    0.91    0.67   0         
  EDCSNJ1058597-1252344   10.983241   -12.876216   26.322   -999.0   24.595   25.689   -999.0   23.936   25.266   -999.0   23.706   0       0       0.36    0.71    0.66   0         
  EDCSNJ1058596-1253169   10.983236   -12.888021   24.268   -999.0   23.467   23.847   -999.0   22.929   23.692   -999.0   22.843   3       3       0.32    0.01    0.65   0         
  EDCSNJ1058597-1254494   10.983247   -12.91373    24.012   -999.0   23.071   23.373   -999.0   22.506   23.127   -999.0   22.207   0       0       0.04    0.01    0.32   0         
  EDCSNJ1058597-1250301   10.983255   -12.841696   26.029   -999.0   24.548   25.385   -999.0   23.978   25.391   -999.0   23.83    0       0       0.39    0.58    0.33   0         
  EDCSNJ1058596-1254336   10.983235   -12.909345   25.907   -999.0   24.552   26.113   -999.0   24.709   26.896   -999.0   25.901   0       0       0.43    0.5     0.4    0         
  EDCSNJ1058597-1255373   10.983254   -12.927017   23.687   -999.0   21.884   23.391   -999.0   21.588   23.326   -999.0   21.51    0       0       0.98    0.09    0.31   0         
  EDCSNJ1058596-1252312   10.983225   -12.87533    23.303   -999.0   21.755   22.819   -999.0   21.216   22.719   -999.0   21.098   0       0       0.78    0.03    0.63   0         
  EDCSNJ1058596-1255031   10.983236   -12.917522   25.244   -999.0   23.617   24.799   -999.0   23.399   24.764   -999.0   23.474   0       0       0.54    0.21    0.3    0         
  EDCSNJ1058596-1253180   10.983219   -12.88832    24.628   -999.0   23.71    24.254   -999.0   23.298   24.077   -999.0   23.086   3       3       0.92    0.47    0.63   0         
  EDCSNJ1058596-1251048   10.98323    -12.851327   25.557   -999.0   24.684   25.118   -999.0   24.46    25.013   -999.0   23.915   0       0       0.47    0.54    0.36   0         
  EDCSNJ1058596-1250400   10.983231   -12.844444   25.032   -999.0   23.756   24.325   -999.0   23.05    24.371   -999.0   22.895   0       0       0.27    0.01    0.31   0         
  EDCSNJ1058596-1253308   10.983212   -12.891899   25.401   -999.0   24.68    25.05    -999.0   24.413   25.057   -999.0   24.451   0       0       0.51    0.51    0.62   0         
  EDCSNJ1058596-1252087   10.983215   -12.869086   24.655   -999.0   23.665   24.284   -999.0   23.321   24.479   -999.0   23.302   0       0       0.95    0.08    0.62   0         
  EDCSNJ1058596-1251599   10.983212   -12.86665    26.135   -999.0   24.841   25.558   -999.0   24.058   25.253   -999.0   23.787   0       0       0.4     0.37    0.61   0         
  EDCSNJ1058595-1252528   10.983203   -12.881337   24.798   -999.0   23.067   24.2     -999.0   22.444   24.082   -999.0   22.358   2       2       0.39    0.02    0.61   0         
  EDCSNJ1058596-1255427   10.983232   -12.928516   25.563   -999.0   24.036   25.418   -999.0   23.894   25.905   -999.0   23.637   0       0       0.64    0.73    0.31   0         
  EDCSNJ1058596-1250014   10.983223   -12.833722   24.096   -999.0   21.857   23.653   -999.0   21.419   23.631   -999.0   21.372   2       2       0.64    0.03    0.3    0         
  EDCSNJ1058596-1255123   10.983216   -12.920073   26.15    -999.0   24.323   25.146   -999.0   23.694   24.952   -999.0   23.682   0       0       0.35    0.72    0.31   0         
  EDCSNJ1058595-1251006   10.983203   -12.850159   24.858   -999.0   23.763   24.616   -999.0   23.552   24.41    -999.0   23.439   3       3       0.86    0.11    0.35   0         
  EDCSNJ1058595-1252189   10.983191   -12.871913   24.906   -999.0   23.889   24.696   -999.0   23.54    24.757   -999.0   23.425   0       0       0.87    0.48    0.61   0         
  EDCSNJ1058595-1254552   10.983199   -12.91532    23.823   -999.0   23.299   23.389   -999.0   22.978   23.29    -999.0   22.965   0       0       0.94    0.03    0.31   0         
  EDCSNJ1058596-1255457   10.983216   -12.929373   26.938   -999.0   25.005   99.0     -999.0   24.852   99.0     -999.0   24.231   0       0       0.45    0.41    0.31   0         
  EDCSNJ1058595-1252156   10.983183   -12.870999   25.697   -999.0   22.716   25.093   -999.0   22.085   24.823   -999.0   21.959   0       0       0.43    0.02    0.6    0         
  EDCSNJ1058595-1255106   10.983197   -12.919615   25.596   -999.0   24.693   25.139   -999.0   24.523   25.123   -999.0   23.921   0       0       0.39    0.36    0.3    0         
  EDCSNJ1058595-1251066   10.983191   -12.851824   25.352   -999.0   24.105   25.137   -999.0   23.718   24.728   -999.0   23.543   0       0       0.56    0.01    0.36   0         
  EDCSNJ1058595-1249288   10.983206   -12.824657   24.457   -999.0   23.34    24.214   -999.0   23.038   24.409   -999.0   23.111   0       0       0.68    0.01    0.15   0         
  EDCSNJ1058595-1255296   10.983198   -12.924902   24.282   -999.0   22.587   23.968   -999.0   22.234   23.945   -999.0   22.205   0       0       0.67    0.02    0.3    0         
  EDCSNJ1058595-1250591   10.983184   -12.849755   24.671   -999.0   23.634   24.239   -999.0   23.188   24.122   -999.0   23.064   3       3       0.54    0.01    0.31   0         
  EDCSNJ1058594-1254110   10.983173   -12.903057   25.384   -999.0   24.043   25.073   -999.0   23.508   24.851   -999.0   23.569   2       2       0.48    0.62    0.55   0         
  EDCSNJ1058594-1251216   10.983176   -12.856012   25.125   -999.0   23.723   24.811   -999.0   23.456   24.898   -999.0   23.535   0       0       0.76    0.02    0.48   0         
  EDCSNJ1058594-1251286   10.983173   -12.857947   26.192   -999.0   23.909   26.034   -999.0   23.571   25.425   -999.0   23.466   0       0       0.4     0.16    0.5    0         
  EDCSNJ1058595-1250160   10.983184   -12.837777   25.651   -999.0   24.262   25.325   -999.0   24.253   25.513   -999.0   24.204   0       0       0.47    0.21    0.3    0         
  EDCSNJ1058594-1253525   10.983162   -12.897929   25.094   -999.0   24.164   24.796   -999.0   24.388   24.666   -999.0   24.55    0       0       0.54    0.04    0.58   0         
  EDCSNJ1058594-1251449   10.983165   -12.862462   24.819   -999.0   23.2     24.356   -999.0   22.892   24.314   -999.0   22.864   0       0       0.82    0.22    0.57   0         
  EDCSNJ1058594-1255261   10.983179   -12.923921   24.418   -999.0   21.909   24.142   -999.0   21.679   23.976   -999.0   21.602   3       3       0.93    0.98    0.28   1         
  EDCSNJ1058594-1254090   10.983157   -12.902495   24.829   -999.0   23.625   24.354   -999.0   23.135   24.275   -999.0   23.088   0       0       0.87    0.12    0.52   0         
